env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-5,full_finetuning,microsoft/deberta-v3-xsmall,requirements.txt,3.9,-1,1,arc-easy,01H9KWCKMD1343B0BPF51DSJK8,,66.49,0.2719298245614035,5.0935211181640625,0.2714159696220202,0.2719298245614035,4.4587,570,127.839,16.148,0.2728421052631579,4.94845724105835,0.27257560374274914,0.2728421052631579,18.5845,2375,127.794,15.981,,01H9KWCKMF7GCVRG4C2S7HVE8R,arc-easy-microsoft-deberta-v3-xsmall-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-5,full_finetuning,microsoft/deberta-v3-xsmall,requirements.txt,3.9,-1,2,arc-easy,01H9KWCQ606QQVEC7GCRX3HJYK,,66.49,0.2719298245614035,5.0935211181640625,0.2714159696220202,0.2719298245614035,4.4231,570,128.869,16.278,0.2728421052631579,4.94845724105835,0.27257560374274914,0.2728421052631579,18.6076,2375,127.636,15.961,,01H9KWCQ62CR6XAFVYAGVDHEGZ,arc-easy-microsoft-deberta-v3-xsmall-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-5,full_finetuning,microsoft/deberta-v3-xsmall,requirements.txt,3.9,-1,3,arc-easy,01H9KWCS5QAAY2KNQAY3F9BCT8,,66.49,0.2719298245614035,5.0935211181640625,0.2714159696220202,0.2719298245614035,4.5117,570,126.339,15.959,0.2728421052631579,4.94845724105835,0.27257560374274914,0.2728421052631579,18.675,2375,127.175,15.904,,01H9KWCS5SPYQ52GZ5X83KAPTF,arc-easy-microsoft-deberta-v3-xsmall-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,1,arc-easy,01H9MFYR3513SRTRKMCSFJ95XT,,66.49,0.26666666666666666,1.3834201097488403,0.10526315789473685,0.26666666666666666,5.0462,570,112.957,14.268,0.2463157894736842,1.387194037437439,0.09881756756756756,0.2463157894736842,20.9032,2375,113.619,14.208,,01H9MFYR36X72JE07MH59SVW4K,arc-easy-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,2,arc-easy,01H9MFYTS9DCM98WB99DXEFWBR,,66.49,0.26666666666666666,1.3834201097488403,0.10526315789473685,0.26666666666666666,5.044,570,113.005,14.274,0.2463157894736842,1.387194037437439,0.09881756756756756,0.2463157894736842,20.7773,2375,114.307,14.294,,01H9MFYTSCKXGRTXQ80K0XG20K,arc-easy-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,16,3,arc-easy,01H9MFYXPQWH4APP4BPSEWJ5SM,,66.49,0.26666666666666666,1.3834201097488403,0.10526315789473685,0.26666666666666666,4.9523,570,115.097,14.539,0.2463157894736842,1.387194037437439,0.09881756756756756,0.2463157894736842,20.5248,2375,115.713,14.47,,01H9MFYXPSY5G0BPW55BDFJKK7,arc-easy-microsoft-deberta-v3-xsmall-lora_16-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,1,arc-easy,01H9MHNM6BM28JYZMACN9AWAEX,,66.49,0.2754385964912281,1.697819471359253,0.2752814245560255,0.2754385964912281,6.5569,570,86.932,10.981,0.2593684210526316,1.67325758934021,0.2577315271009294,0.2593684210526316,27.9461,2375,84.985,10.628,,01H9MHNM6D97MQM47S6Z5028KE,arc-easy-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,1,arc-easy,01H9MHNQ5GZPDABDW6351WYJCN,,66.49,0.26666666666666666,1.3831733465194702,0.10526315789473685,0.26666666666666666,4.1658,570,136.829,17.284,0.2463157894736842,1.3872692584991455,0.09881756756756756,0.2463157894736842,17.1976,2375,138.101,17.27,,01H9MHNQ5K3659DB1RBP7Z7W0V,arc-easy-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,1,arc-easy,01H9MHNT4EAB398TG51DGR71AH,,66.49,0.2736842105263158,1.40169095993042,0.26875930629471245,0.2736842105263158,4.0527,570,140.645,17.766,0.24757894736842107,1.4102386236190796,0.24058680490150464,0.24757894736842107,16.8073,2375,141.307,17.671,,01H9MHNT4HY5MKEV907X4ZFWP8,arc-easy-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,1,arc-easy,01H9MHNX2MF1MT7TPPQW1JB693,,66.49,0.2736842105263158,1.97609281539917,0.27055081253353785,0.2736842105263158,5.0188,570,113.574,14.346,0.24673684210526317,2.029456853866577,0.2440404479534887,0.24673684210526317,20.787,2375,114.254,14.288,,01H9MHNX2QN37P6SGDNBTQPK3Y,arc-easy-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_1
